Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
MelindaKCMO,19,21443773,Melinda Henneberger,Kansas City Star,Newspapers,Senate_Press_Galleries,,F,White,"Concurrent: ""Member of the board of contributors, USA TODAY.""","@KCStar editorial columnist. Monthly column @USATODAY. Past: @NYTimes, @WashingtonPost, @DallasNews. IL native, @NotreDame grad, @UCLouvain_be post-grad, @Cubs!",FALSE,FALSE,FALSE,http://KansasCity.com,Kansas City Star,UST, , , ,12539,10939,998,3215,660,FALSE,9,24,33,27,49,76,0.343369,2232.651986,0.240148,0.017061,0.006696,0.014675,
JonathanTamari,19,27347950,Jonathan Tamari,Philadelphia Inquirer,Newspapers,Senate_Press_Galleries,D.C. Correspondent,M,White,"""Ex-Eagles & NJ politics writer.""","National political writer for @PhillyInquirer. Ex-Eagles & NJ politics writer. Runner, Arsenal fan. Northwestern alum. Jersey born & bred jtamari@phillynews.com",FALSE,FALSE,FALSE,http://www.philly.com/archive/jonathan_tamari,PhillyInq, ,N,N, ,29162,10922,1154,956,674,TRUE,63,77,140,240,215,455,0.380091,9820.754446,0.237003,0.24207,0.042548,0.060141,
rachelweinerwp,19,15826822,Rachel Weiner,Washington Post,Newspapers,Senate_Press_Galleries,,F,White,-,"Washington Post reporter, EDVA and Arlington/Alexandria cops and courts. rachel.weiner@washpost.com. Cell/Signal: 202-560-0127.",FALSE,FALSE,FALSE,http://www.theawl.com/213/1/weiner-takes-all-a-panel-discussion-of-people-named-weiner-and-wiener,WP, ,N,N, ,11180,10845,1157,1060,627,TRUE,11,14,25,13,18,31,0.299725,744.507272,0.204762,0.023154,0.004323,0.005758,
SchreckReports,19,951915308,Ben Schreckinger,Politico,Digital,Senate_Periodical_Galleries,"Staff Writer, Politico Magazine",M,White,-,SOON: National Political Correspondent @POLITICO. ''Reading you is like playing three dimensional hopscotch; impossible.'' -A fan,FALSE,TRUE,FALSE,http://benschreckinger.com,POLITICO, ,N,N, ,11440,10844,1154,5785,445,TRUE,21,31,52,30,57,87,0.342964,532.827852,0.332317,0.10023,0.014368,0.024635,
emilyrs,19,12926172,Emily Schultheis,CBS News,Television Network News and Public Affairs,Senate_Press_Galleries,Politics Reporter,F,White,"""@politico and @nationaljournal alum.""","2017-18 Robert Bosch fellow at @tagesspiegel in Berlin; interested in all things elections. Formerly @POLITICOEurope, @politico, @CBSNews, @nationaljournal",FALSE,FALSE,FALSE,http://www.emilyrschultheis.com,Tagesspiegel, ,N,N, ,14481,10842,1382,1496,558,TRUE,8,9,17,34,35,69,0.316754,377.7143,0.252747,0.035457,0.0061,0.004108,
PhilipinDC,19,160547588,Philip Crowther,France24,-,Radio_and_Television,White House Correspondent,M,White,"""President, White House Foreign Press Group.""",White House Correspondent for @FRANCE24.,TRUE,TRUE,FALSE,http://www.instagram.com/PhilipinDC,France24, ,N,N, ,14921,10777,1695,12,473,TRUE,21,43,64,48,73,121,0.354387,8013.641732,0.208766,0.041351,0.009145,0.030875,
MrWalterShapiro,19,185360823,Walter Shapiro,CQ Roll Call,Capitol Hill publications,Senate_Periodical_Galleries,,M,White,Fellow at the Brennan Center. Teaching at Yale.,Roll Call columnist. Fellow at Brennan Center. Teach at Yale. NY/DC. My book on my great-uncle: Hustling Hitler: The Jewish Vaudevillian Who Fooled the Fuhrer.,FALSE,FALSE,FALSE,http://www.rollcall.com/author/wshapiromindspring-com,Roll Call, ,N,N, ,14711,10577,1095,9999,428,FALSE,25,35,60,71,55,126,0.352312,3562.618132,0.195703,0.053079,0.012345,0.020303,
amyfiscus,19,14540264,Amy Fiscus,New York Times,Newspapers,Senate_Press_Galleries,,F,White,-,New York Times national security editor,FALSE,FALSE,FALSE,http://www.nytimes.com,NYT, ,N,N, ,14930,10572,519,3580,442,TRUE,77,33,110,150,86,236,0.346505,6649.166548,0.153473,0.244617,0.039548,0.017243,
pw_cunningham,19,204599219,Paige W. Cunningham,Washington Examiner,-,Senate_Press_Galleries,Senior Health Reporter,F,White,Previously @politico.,Healthcare reporter at @washingtonpost. Author of The Health 202. paige.cunningham (at) washpost (dot) com,FALSE,FALSE,FALSE,https://www.washingtonpost.com/regional/?hpid=hp_no-name_no-name%3Ahomepage%2Fmasthead,WP, ,N,N, ,4657,10547,756,436,472,TRUE,26,10,36,53,13,66,0.320242,920.222262,0.195402,0.050292,0.009799,0.004882,
helenecooper,19,17601988,helenecooper,New York Times,Newspapers,Senate_Press_Galleries,Pentagon Correspondent,F,Black,-,"new york times correspondent. author, house at sugar beach. gooner.",FALSE,TRUE,FALSE,http://www.nytimes.com,NYT, ,N,N, ,622,10545,338,303,377,TRUE,18,4,22,31,4,35,0.275497,161.095331,0.213158,0.06104,0.006611,0.00173,
jessicaschulb,19,437625094,Jessica Schulberg,Huffington Post,Digital,Senate_Press_Galleries,,F,White,-,Foreign affairs reporter @huffpost. I like foreign policy and dogs.,FALSE,FALSE,FALSE,http://www.huffingtonpost.com/jessica-schulberg/,Huffpost, ,N,N, ,10217,10308,2447,1405,330,TRUE,23,23,46,88,101,189,0.336094,500.447576,0.333613,0.056893,0.012756,0.01593,
frates,19,16698389,frates,Sirius XM,-,Radio_and_Television,"Co-Host, ""Politics Inside Out""",M,White,"""Past lives: CNN, National Journal, Politico + newspapers.""","Founder of Storyline Co-host Political Persuasions podcast Host of Politics Inside Out on @sxmpotus Past lives: CNN, National Journal, Politico + newspapers",FALSE,FALSE,FALSE,http://TheStorylineCompany.com,SiriusXM, ,"N (CNN, NJ, politico) ",N (former),Radio,13093,10193,2536,2218,396,TRUE,23,35,58,44,62,106,0.352882,3372.88607,0.189394,0.091751,0.012125,0.019083,
RebeccaShabad,19,19195094,Rebecca Shabad,CBS News,Television Network News and Public Affairs,Senate_Periodical_Galleries,Politics Reporter,F,White,"""Alumna of @TheHill, @CQNow & @NewhouseSU.""",Congressional Reporter @NBCNews Digital. Native New Yorker. Third generation journalist. @syracuseu alumna. Rebecca.Shabad@nbcuni.com,FALSE,FALSE,FALSE,http://nbcnews.com,NBC, ,N,Y, ,84174,9939,2566,28164,529,TRUE,53,164,217,100,478,578,0.416766,25227.70293,0.157121,0.169679,0.029559,0.102131,
gzornick,19,114881944,George Zornick,Nation,-,Senate_Periodical_Galleries,,M,White,-,"Washington editor, @thenation. Proud Buffalonian. george@thenation.com  PGP: 61C8 EEB8 17FF AB5B 8D43 D834 5BB9 168C BCD5 CA42",FALSE,FALSE,FALSE,http://www.thenation.com/blogs/george-zornick,The Nation, ,N,N, ,22068,9903,1666,2161,416,TRUE,9,23,32,57,79,136,0.339692,456.859461,0.26601,0.020627,0.003239,0.014965,
nathanlgonzales,19,48388417,Nathan Gonzales,InsidePolitics,-,Senate_Periodical_Galleries,,M,Hispanic,Also: Elections Analyst for @RollCall; Founder of @PoliticsnStereo,"Editor & Publisher of @InsideElections, @RollCall Elections Analyst, @CNN Political Analyst, @PoliticsnStereo founder, Dallas Dragons ex-backup QB. #GoHawks",FALSE,FALSE,FALSE,http://www.InsideElections.com,Inside Election,Roll Call,N,Y, ,12024,9739,439,12,450,FALSE,42,51,93,100,109,209,0.361658,3259.540062,0.243545,0.12765,0.021597,0.03161,
BobCusack,19,266830495,Bob Cusack,The Hill,Capitol Hill publications,Senate_Periodical_Galleries,,M,White,-,"Editor in Chief at The Hill newspaper, father of 3, tennis player and avid Jets and Mets fan. Played Cunningham on Veep.",FALSE,FALSE,FALSE,http://TheHill.com,TheHill, ,N,N, ,6911,9726,2087,1212,487,TRUE,9,8,17,9,8,17,0.296416,1923.919544,0.279167,0.034032,0.006136,0.002926,
MichaelRWarren,19,15741263,Mike Warren,Weekly Standard,-,Senate_Periodical_Galleries,,M,White,-,"Senior writer at the Weekly Standard and author of White House Watch, a daily newsletter about the Trump presidency.",TRUE,FALSE,FALSE,http://www.weeklystandard.com/author/michael-warren,Weekly Standard, ,N,N, ,29513,9700,977,427,353,TRUE,43,68,111,152,159,311,0.369703,4522.007554,0.208121,0.172816,0.026199,0.049106,
byaaroncdavis,19,19351485,Aaron C. Davis,Washington Post,Newspapers,Senate_Press_Galleries,Politics & Government Accountability Reporter,M,White,-,"Investigative Reporter for The Washington Post. aaron.davis@washpost.com; 202.334.9599; 1301 K St., NW Washington DC 20071.",FALSE,FALSE,FALSE,http://www.washingtonpost.com/pb/aaron-davis,WP, ,N,N, ,4903,9674,971,1366,385,TRUE,31,17,48,57,38,95,0.311496,990.630988,0.167019,0.066358,0.015805,0.009364,
JVLast,19,611816381,Jonathan V. Last,Weekly Standard,-,Senate_Periodical_Galleries,Senior Writer,M,White,-,"Digital editor @WeeklyStandard. The Substandard podcast. Author The Dadly Virtues, What to Expect When No One's Expecting, and other stuff.",FALSE,FALSE,FALSE,http://www.amazon.com/Jonathan-V.-Last/e/BA114A9K/ref=sr_ntt_srch_lnk_1?qid=145435324&sr=8-1,Weekly Standard, ,N,N,podcast,8893,9662,266,1871,313,TRUE,26,12,38,166,114,280,0.323928,701.599672,0.237931,0.073767,0.013086,0.007253,
NPRnie,19,95573246,"Arnie Seipel, NPR",National Public Radio,Television Network News and Public Affairs,Radio_and_Television,Political Editor,M,White,"""Member of @wamu885 and @kcrw""","NPR Deputy Political Editor, Congress and elections @nprpolitics 🎙🇺🇸 Member of @wamu885 @kcrw @IowaPublicRadio 📻",FALSE,FALSE,FALSE,http://www.npr.org/politics,NPR, ,N,N,Radio,6345,9577,2332,935,357,TRUE,15,30,45,29,71,100,0.338506,1066.288251,0.2,0.024469,0.005507,0.018638,
EricMarrapodi,19,28397634,Eric Marrapodi,NBC News,Television Network News and Public Affairs,Radio_and_Television,"Producer, NBC Nightly News",M,White,-,"Television newsperson for @NBCNightlyNews in DC. Eric.Marrapodi@nbcuni.com Retweets aren't endorsements, except when they are.",FALSE,FALSE,FALSE, ,NBC, ,N,Y, ,9516,9438,2494,527,315,TRUE,3,10,13,9,18,27,0.296971,6050.757063,0.174242,0.008244,0.001042,0.003248,
andrewperezdc,19,21579498,Andrew Perez,MapLight,-,Senate_Periodical_Galleries,Political Reporter,M,Hispanic,-,Political reporter @MapLight tracking money and influence. FOIA sender. Puppy haver. Email andrew@maplight.org,FALSE,FALSE,FALSE, ,MapLight, ,N,N, ,24275,9392,3589,35173,213,TRUE,17,32,49,93,124,217,0.337786,5854.159508,0.162805,0.035678,0.008193,0.013691,
jakesNYT,19,265321890,Lara Jakes,New York Times,Newspapers,Senate_Press_Galleries,,F,White,"""Then: Managing Editor @ForeignPolicy, Iraq & WDC correspondent @AP.""","Yeats' pilgrim soul meets Bedouin. Now: Editing @nytimes. Then: Managing Editor @ForeignPolicy, Iraq & WDC correspondent @AP. Always: Moglie e Mamma🇮🇶🇮🇹🇺🇸",FALSE,TRUE,FALSE,http://www.nytimes.com,NYT, ,"N (AP, FP)",N, ,3527,9313,1441,722,399,TRUE,29,12,41,42,28,70,0.299828,2105.085579,0.166667,0.086154,0.016085,0.007009,
AnneRenaut,19,402155622,Anne Renaut,Agence France-Presse,-,Senate_Press_Galleries,Washington Reporter,F,White,-,"Journaliste #AFP au service politique. Dans la marmite des droites, surtout extrêmes. Ex Washington @AFPusa via Bruxelles @AFP @afpfr. RT or T doesn’t mean OK.",FALSE,FALSE,FALSE, ,AFP, ,N,N, ,6614,9273,1856,46,122,TRUE,1,3,4,16,18,34,0.260785,0,0.333333,0.000172,0,0.000063,
jennifereduffy,19,52112689,Jennifer Duffy,Cook Political Report,-,Senate_Periodical_Galleries,,F,White,-,"Non-partisan political analyst covering US Senate and Governors races.  Passions include politics, good chardonnay and all things Rhode Island.",FALSE,FALSE,FALSE, ,CookPolitical, ,N,N, ,2997,9216,204,569,390,FALSE,10,2,12,11,4,15,0.267433,22.177972,0.325758,0.043245,0.006495,0.000453,
vgmac,19,60763047,Victoria McGrane,Boston Globe,Newspapers,Senate_Press_Galleries,,F,White,"""Ex @WSJ.""",Political reporter @BostonGlobe. Ex @WSJ. Insert witty thing here. I fav things I like and fav things I want to revisit. Victoria.McGrane@globe.com,FALSE,FALSE,FALSE, ,BostonGlobe, ,N,N, ,20216,9204,1615,3509,485,TRUE,16,28,44,23,39,62,0.343436,389.988793,0.298319,0.063286,0.008347,0.024312,
svdate,19,807975026,S.V. Dáte,Huffington Post,Digital,Radio_and_Television,White House Correspondent,M,South Asian,-,"White House correspondent at HuffPost. Biographer, novelist, sailor of many ocean miles.",TRUE,TRUE,FALSE,http://www.huffingtonpost.com/author/sv-date,Huffpost, ,N,N, ,20196,9172,910,318,369,TRUE,74,175,249,411,1428,1839,0.412822,17120.42881,0.169429,0.279535,0.049552,0.111888,
RosJordanAJE,19,209787354,Rosiland Jordan,Aljazeera English,Television Network News and Public Affairs,Radio_and_Television,,F,Black,-,"Journalist for AJE, dog mom, drinker of black coffee. Love people, travel, & interesting things. Native Texan; East Coast soul. Handknits. RT means read this.",FALSE,FALSE,FALSE,http://www.aljazeera.com,AJZ-English, ,N,N, ,38011,9151,7709,9250,261,TRUE,6,39,45,24,127,151,0.358169,6430.822863,0.138462,0.011948,0.002306,0.017696,
mollymotoole,19,109431937,Molly O'Toole,Foreign Policy,-,Senate_Periodical_Galleries,Senior Reporter,F,White,-,Freelance covering migration & security out in the world outside Washington. On leave from @ForeignPolicy. @fpinterrupted & @IWMF fellow. Words are power.,FALSE,FALSE,FALSE,http://foreignpolicy.com/author/molly-otoole,FREELANCE,X-Foreign policy,N,N, ,19468,9148,3328,4101,456,TRUE,3,29,32,4,42,46,0.344046,151.458269,0.219355,0.005422,0.001572,0.020761,
SamSacks,19,293750918,Sam Sacks (bot) 🤖,RTTV America,-,Radio_and_Television,Writer/Reporter ,M,White,Founder of the DC Sentinel Podcast ,"Writer/Reporter, Co-founder, @TheDCSentinel podcaster: https://t.co/qtJMcYvfoP",FALSE,FALSE,FALSE,https://www.districtsentinel.com/,Sentinel Newspapers, ,N,N,radio,11029,9130,1464,5824,194,TRUE,5,8,13,64,69,133,0.310443,91.462514,0.236364,0.001797,0.000695,0.004525,
jamieson,19,166219963,"Dave Jamieson, LLC",Huffington Post,Digital,Senate_Press_Galleries,,M,White,-,@huffpost labor reporter. These tweets speak for themselves. Tips: dave.jamieson@huffpost.com. DM's open.,FALSE,FALSE,FALSE,http://www.huffingtonpost.com,Huffpost, ,N,N, ,10997,8828,1095,1693,349,TRUE,40,19,59,167,39,206,0.326901,1734.625343,0.221459,0.091503,0.018521,0.008258,
lucia_graves,19,32995184,Lucia Graves,Guardian US,Newspapers,Senate_Periodical_Galleries,,F,White,-,"Writer @Guardian, sometimes I freelance: ➡️ https://t.co/tSdnLn1SQw",FALSE,FALSE,FALSE,https://www.cjr.org/q_and_a/donald_trump_sexual_assault_allegations_lucia_graves.php,Guardian, ,N,N, ,15466,8793,2197,4573,377,TRUE,6,9,15,16,21,37,0.299674,1079.354861,0.345455,0.018195,0.003576,0.005802,
DaveClark_AFP,19,164273824,Dave Clark,Agence France-Presse,-,Senate_Press_Galleries,,M,White,-,"AFP diplomatic correspondent. Based in Washington, heart in Newcastle, flashbacks from Libya. Not Irish. Appears as INAUDIBLE in State Dept briefing transcripts",FALSE,TRUE,FALSE,http://www.afp.com,AFP, ,N,N, ,23535,8790,3465,2896,309,TRUE,36,45,81,173,187,360,0.359942,13372.81843,0.163173,0.072689,0.011728,0.017881,
EleanorClift,19,134849548,Eleanor Clift,Daily Beast,Digital,Senate_Press_Galleries,Contributor,F,White,"Concurrent: Panelist, The McLaughlin Group","I write for The Daily Beast and I'm a panelist on The McLaughlin Group, where I am on the progressive side and hoping next election better than last.",FALSE,FALSE,FALSE,http://www.thedailybeast.com/contributors/eleanor-clift.html,Daily Beast, ,N,N, ,465,8770,360,2,303,TRUE,3,0,3,5,0,5,0,0,0,0.001511,0.001125,0,
JuleykaLantigua,19,49805751,Juleyka,National Public Radio,Television Network News and Public Affairs,Senate_Periodical_Galleries,,F,Black,"""Prior: staff writer @TheAtlantic; Ed @TheNextAmerica""",CEO @LanWilCo. Producer editor writer storyteller ninja. ONAWLA18. Prior: @NPR @TheAtlantic. Fulbright Scholar. MS & MFA.  juleyka[@]https://t.co/Hx17rLB2q6,FALSE,FALSE,FALSE,http://lantiguawilliams.co,LanWilCo, ,N,N, ,30219,8656,659,13102,202,TRUE,3,9,12,19,29,48,0.301694,1985.148746,0.166667,0.000572,0.000065,0.002396,
cimarcos,19,250912539,Cristina Marcos,The Hill,Capitol Hill publications,Senate_Periodical_Galleries,House Reporter,F,White,-,"Producer, @MeetThePress #MTPDaily on MSNBC. Recovering Capitol Hill reporter. Email: cristina.marcos@nbcuni.com",FALSE,FALSE,FALSE, ,NBC,MSNBC,N,Y, ,13320,8601,1883,353,349,TRUE,53,61,114,99,131,230,0.360463,11154.21949,0.205025,0.152017,0.028698,0.035836,
elizacollins1,19,264025526,Eliza Collins,USA Today,Newspapers,Senate_Periodical_Galleries,Congressional Reporter,F,White,"""Previously @politico.""","Congressional reporter for @usatoday. Previously @politico, always an Oregon Duck.",FALSE,FALSE,FALSE,http://usatoday.com,UST, , , , ,10548,8543,3583,671,311,TRUE,47,83,130,137,194,331,0.376483,5304.196054,0.201099,0.10658,0.023379,0.055237,
PoliticoScott,19,219350591,Scott Bland,Politico,Digital,Senate_Periodical_Galleries,,M,White,-,"Editor of @politico's Campaign Pro and host of the Nerdcast. Covering elections, campaign finance, polling, and more. EMAIL: sbland at politico dot com",FALSE,FALSE,FALSE,http://www.politico.com/,POLITICO, ,N,N,Radio,9217,8513,1151,1334,422,TRUE,8,3,11,12,4,16,0.291904,1.397884,0.660714,0.03959,0.004871,0.001377,
JuliaEAinsley,19,147467535,Julia E. Ainsley,NBC News,Television Network News and Public Affairs,Senate_Press_Galleries,,F,White,-,"Julia Edwards Ainsley. National Security - Justice reporter for @nbcnews covering DOJ/ DHS. Formerly @reuters N.C. native, mother of Boo the pug.",FALSE,FALSE,FALSE, ,NBC, ,N,Y, ,1876,8422,910,135,269,TRUE,29,14,43,62,27,89,0.30885,398.809331,0.198319,0.098078,0.014205,0.009811,
eliotnelson,19,129997410,Eliot Nelson,Huffington Post,Digital,Senate_Press_Galleries,,M,White,-,"HuffPost reporter. Author of The Beltway Bible (St. Martin's), a cheeky political guide out now (link below). eliot [at] huffpost [dot] com",FALSE,FALSE,FALSE,https://www.amazon.com/Beltway-Bible-Incompetent-Depressing-Government-ebook/dp/B1CNTDLQ/ref=dp_ki,Huffpost, ,N,N, ,15692,8365,1991,3362,364,TRUE,21,25,46,79,76,155,0.341354,745.777373,0.372043,0.049082,0.012305,0.015394,
KimberlyEAtkins,19,455585786,Kimberly Atkins,Boston Herald,Newspapers,Senate_Press_Galleries,,F,Black,"""Recovering lawyer."" ""Imported from Detroit via Boston.""",@BostonHerald’s DC chief. @MSNBC contributor. @CSPANWJ guest host. Recovering lawyer. #SCOTUS nerd. Living long & prospering🖖🏾. Imported from Detroit👊🏾.,FALSE,FALSE,FALSE,http://www.bostonherald.com/users/kimberly_atkins,BostonHerald,MSNBC,N,Y, ,9582,8340,3199,6676,221,TRUE,21,94,115,60,223,283,0.389509,4748.270723,0.195421,0.05774,0.009944,0.070654,
lbarronlopez,19,55896443,Laura Barrón-López,Huffington Post,Digital,Senate_Press_Galleries,Congress Reporter,F,Hispanic,"""Formerly @TheHill, @Oregonian, @OCRegister.""","Covering Democrats for @dcexaminer. Formerly @HuffPost, @TheHill. Send me tips: LBL@WashingtonExaminer.com",FALSE,FALSE,FALSE,http://www.huffingtonpost.com/laura-barronlopez/,WEX, ,N,N, ,13830,8256,2305,1585,441,TRUE,24,38,62,85,94,179,0.34998,552.329904,0.25905,0.073348,0.014143,0.028004,
robertmooreitv,19,329918652,Robert Moore,Independent Television News (ITN),-,Radio_and_Television,Washington Correspondent,M,White,-,ITV News Washington Correspondent,FALSE,TRUE,FALSE, ,ITVN, ,N,Y, ,2159,8230,1065,114,185,TRUE,10,9,19,21,9,30,0.322849,794.321238,0.238562,0.003707,0.002672,0.008915,
SimonMarksFSN,19,15486163,Simon Marks,Feature Story News,-,Radio_and_Television,,M,White,-,"President & Chief Correspondent, Feature Story News. Recently called ""the harbinger of daily astonishment"". All my updates here: https://t.co/FN83Bp1TSP",FALSE,TRUE,FALSE,http://www.featurestorynews.com,NAN, ,N,N, ,46575,8196,3913,702,201,FALSE,15,76,91,61,204,265,0.378771,15079.64928,0.177657,0.004266,0.003791,0.052002,
mikeviqueira,19,118188665,michael viqueira,Aljazeera America,Television Network News and Public Affairs,Radio_and_Television,,M,HIspanic,-,"Mike Viqueira is a journalist, media trainer/consultant, and author of ""You Didn't Get This From Me,"" a novel of media and politics.",FALSE,FALSE,FALSE, ,PBS, ,N,Y, ,6540,8187,938,2464,338,FALSE,11,24,35,19,46,65,0.338047,962.543923,0.247354,0.040438,0.005104,0.015771,
